Structure #,Bandgap,Enthalpy,Total Energy,Theta,Phi,Length1,Length2,Length3,Length4,Length5,Length6,a,b,c,Volume,logi,logo,log1,log2,log3,loga,logb,logc
a0.0100-b-0.0300,1.716400,-15780.855779,-15780.855779,12.969055,7.183333,3.320168,3.221179,3.221991,3.320155,3.221177,3.221993,8.972034,13.081474,8.567300,1005.521945,2.562566,1.971764,1.200015,1.169748,1.169999,2.194112,2.571197,2.147953
a0.0100-b-0.0250,1.736000,-15780.879351,-15780.879351,12.768284,7.409150,3.307482,3.223338,3.227433,3.307470,3.223336,3.227435,8.972034,13.017971,8.609100,1005.522914,2.546964,2.002716,1.196187,1.170418,1.171687,2.194112,2.566331,2.152820
a0.0100-b-0.0200,1.758200,-15780.899520,-15780.899520,12.604245,7.618234,3.294649,3.228084,3.231573,3.294636,3.228082,3.231575,8.972034,12.954469,8.651300,1005.522743,2.534034,2.030545,1.192300,1.171889,1.172969,2.194112,2.561441,2.157710
a0.0100-b-0.0150,1.783200,-15780.915944,-15780.915944,12.489483,7.805369,3.281537,3.236166,3.234082,3.281524,3.236164,3.234084,8.972034,12.890967,8.693900,1005.520749,2.524887,2.054812,1.188312,1.174389,1.173745,2.194112,2.556527,2.162622
a0.0100-b-0.0100,1.803000,-15780.925806,-15780.925806,12.282950,7.987910,3.268756,3.240450,3.236038,3.268744,3.240448,3.236040,8.972034,12.827464,8.737000,1005.527757,2.508212,2.077929,1.184410,1.175712,1.174350,2.194112,2.551589,2.167567
a0.0100-b-0.0050,1.830500,-15780.932742,-15780.932742,12.235525,8.104920,3.254692,3.246526,3.243137,3.254680,3.246524,3.243139,8.972034,12.763962,8.780400,1005.520008,2.504344,2.092471,1.180098,1.177585,1.176541,2.194112,2.546626,2.172522
a0.0100-b0.0000,1.856800,-15780.932673,-15780.932673,12.198871,8.178044,3.240066,3.250187,3.252792,3.240054,3.250185,3.252794,8.972034,12.700460,8.824400,1005.531175,2.501343,2.101453,1.175594,1.178712,1.179514,2.194112,2.541638,2.177521
a0.0100-b0.0050,1.849900,-15780.934261,-15780.934261,11.936736,8.749282,3.232925,3.263924,3.250632,3.232912,3.263922,3.250634,8.972034,12.636957,8.868700,1005.526218,2.479621,2.168972,1.173387,1.182930,1.178850,2.194112,2.536626,2.182528
a0.0100-b0.0100,1.849100,-15780.929303,-15780.929303,11.520859,9.336502,3.227114,3.260547,3.261762,3.227102,3.260545,3.261764,8.972034,12.573455,8.913500,1005.527187,2.444159,2.233932,1.171588,1.181895,1.182267,2.194112,2.531588,2.187567
a0.0100-b0.0150,1.840900,-15780.918261,-15780.918261,11.251590,9.756429,3.218959,3.264577,3.267548,3.218946,3.264575,3.267550,8.972034,12.509953,8.958700,1005.522002,2.420509,2.277926,1.169058,1.183130,1.184040,2.194112,2.526525,2.192625
a0.0100-b0.0200,1.828100,-15780.916431,-15780.916431,9.830070,10.350587,3.215494,3.268214,3.273153,3.215482,3.268212,3.273155,8.972034,12.446451,9.004400,1005.521148,2.285446,2.337043,1.167981,1.184244,1.185754,2.194112,2.521435,2.197713
a0.0100-b0.0250,1.822700,-15780.899440,-15780.899440,9.509771,10.772792,3.208425,3.274379,3.279968,3.208413,3.274377,3.279970,8.972034,12.382948,9.050600,1005.523768,2.252320,2.377024,1.165780,1.186128,1.187834,2.194112,2.516320,2.202831
a0.0100-b0.0300,1.819100,-15780.877507,-15780.877507,9.243049,11.187561,3.201560,3.280612,3.287317,3.201549,3.280610,3.287319,8.972034,12.319446,9.097300,1005.529010,2.223872,2.414802,1.163638,1.188030,1.190072,2.194112,2.511179,2.207978
a0.0150-b-0.0300,1.713900,-15780.851241,-15780.851241,12.860128,7.306470,3.322273,3.217292,3.221458,3.322261,3.217290,3.221460,8.926721,13.081474,8.610800,1005.523249,2.554132,1.988760,1.200649,1.168540,1.169834,2.189049,2.571197,2.153017
a0.0150-b-0.0250,1.736300,-15780.875505,-15780.875505,12.730423,7.490699,3.309034,3.225099,3.223336,3.309022,3.225097,3.223338,8.926721,13.017971,8.652800,1005.522796,2.543995,2.013662,1.196656,1.170964,1.170417,2.189049,2.566331,2.157883
a0.0150-b-0.0200,1.759400,-15780.895336,-15780.895336,12.588172,7.685092,3.296038,3.232599,3.225338,3.296025,3.232597,3.225340,8.926721,12.954469,8.695200,1005.520982,2.532758,2.039282,1.192721,1.173286,1.171038,2.189049,2.561441,2.162771
a0.0150-b-0.0150,1.783500,-15780.910674,-15780.910674,12.450666,7.872679,3.283038,3.239382,3.228370,3.283025,3.239380,3.228372,8.926721,12.890967,8.738100,1005.528634,2.521774,2.063398,1.188769,1.175383,1.171978,2.189049,2.556527,2.167693
a0.0150-b-0.0100,1.809100,-15780.921442,-15780.921442,12.334388,8.042953,3.269841,3.245508,3.232964,3.269828,3.245506,3.232966,8.926721,12.827464,8.781300,1005.522002,2.512391,2.084796,1.184741,1.177272,1.173400,2.189049,2.551589,2.172624
a0.0150-b-0.0050,1.835000,-15780.927023,-15780.927023,12.237565,8.176261,3.256182,3.249771,3.240037,3.256169,3.249769,3.240039,8.926721,12.763962,8.825000,1005.523363,2.504510,2.101235,1.180555,1.178584,1.175585,2.189049,2.546626,2.177589
a0.0150-b0.0000,1.865700,-15780.927988,-15780.927988,12.152612,8.369555,3.243325,3.258951,3.243809,3.243313,3.258949,3.243811,8.926721,12.700460,8.869200,1005.531866,2.497544,2.124601,1.176599,1.181405,1.176748,2.189049,2.541638,2.182585
a0.0150-b0.0050,1.867800,-15780.927747,-15780.927747,11.791311,8.932385,3.236535,3.257191,3.254411,3.236523,3.257189,3.254413,8.926721,12.636957,8.913700,1005.524100,2.467363,2.189683,1.174503,1.180865,1.180011,2.189049,2.536626,2.187589
a0.0150-b0.0100,1.860000,-15780.920745,-15780.920745,11.532649,9.309120,3.227311,3.259605,3.261819,3.227298,3.259603,3.261821,8.926721,12.573455,8.958700,1005.522002,2.445182,2.230995,1.171649,1.181606,1.182285,2.189049,2.531588,2.192625
a0.0150-b0.0150,1.853300,-15780.909047,-15780.909047,11.282983,9.681705,3.218323,3.262492,3.269414,3.218310,3.262490,3.269416,8.926721,12.509953,9.004200,1005.524723,2.423296,2.270238,1.168860,1.182491,1.184611,2.189049,2.526525,2.197691
a0.0150-b0.0200,1.841100,-15780.906908,-15780.906908,9.599086,10.408253,3.217301,3.262286,3.275995,3.217289,3.262284,3.275997,8.926721,12.446451,9.050200,1005.531412,2.261668,2.342599,1.168543,1.182428,1.186622,2.189049,2.521435,2.202787
a0.0150-b0.0250,1.831800,-15780.889277,-15780.889277,9.371370,10.689458,3.207467,3.271692,3.281344,3.207455,3.271690,3.281346,8.926721,12.382948,9.096600,1005.530165,2.237659,2.369258,1.165482,1.185307,1.188253,2.189049,2.516320,2.207901
a0.0150-b0.0300,1.827600,-15780.866579,-15780.866579,9.100431,11.103660,3.200572,3.278647,3.288342,3.200560,3.278645,3.288344,8.926721,12.319446,9.143500,1005.531299,2.208322,2.407275,1.163330,1.187431,1.190384,2.189049,2.511179,2.213043
a0.0200-b-0.0300,1.714300,-15780.846009,-15780.846009,12.832149,7.387596,3.323828,3.221944,3.214600,3.323815,3.221942,3.214602,8.881407,13.081474,8.654700,1005.519456,2.551954,1.999802,1.201117,1.169985,1.167703,2.183960,2.571197,2.158103
a0.0200-b-0.0250,1.736000,-15780.869230,-15780.869230,12.680951,7.576992,3.310752,3.228632,3.216927,3.310740,3.228630,3.216929,8.881407,13.017971,8.696900,1005.517369,2.540101,2.025116,1.197175,1.172058,1.168426,2.183960,2.566331,2.162967
a0.0200-b-0.0200,1.758700,-15780.888146,-15780.888146,12.527933,7.763715,3.297743,3.234623,3.220150,3.297730,3.234621,3.220152,8.881407,12.954469,8.739600,1005.525208,2.527961,2.049461,1.193238,1.173912,1.169428,2.183960,2.561441,2.167864
a0.0200-b-0.0150,1.783300,-15780.902884,-15780.902884,12.406513,7.926734,3.284428,3.239894,3.225361,3.284415,3.239892,3.225363,8.881407,12.890967,8.782600,1005.519230,2.518222,2.070241,1.189192,1.175541,1.171045,2.183960,2.556527,2.172772
a0.0200-b-0.0100,1.809900,-15780.912996,-15780.912996,12.309956,8.077322,3.270950,3.245500,3.231414,3.270937,3.245498,3.231416,8.881407,12.827464,8.826100,1005.521712,2.510408,2.089060,1.185080,1.177269,1.172920,2.183960,2.551589,2.177713
a0.0200-b-0.0050,1.837900,-15780.918085,-15780.918085,12.226469,8.226133,3.257468,3.251739,3.237579,3.257456,3.251737,3.237581,8.881407,12.763962,8.870000,1005.520471,2.503603,2.107316,1.180950,1.179190,1.174826,2.183960,2.546626,2.182675
a0.0200-b0.0000,1.873400,-15780.921279,-15780.921279,11.992171,8.630622,3.247919,3.252676,3.247612,3.247907,3.252674,3.247614,8.881407,12.700460,8.914400,1005.526111,2.484254,2.155317,1.178014,1.179478,1.177920,2.183960,2.541638,2.187668
a0.0200-b0.0050,1.880000,-15780.918085,-15780.918085,11.759151,8.967367,3.237804,3.255452,3.254845,3.237792,3.255451,3.254847,8.881407,12.636957,8.959100,1005.515338,2.464632,2.193592,1.174895,1.180331,1.180145,2.183960,2.536626,2.192670
a0.0200-b0.0100,1.871000,-15780.910104,-15780.910104,11.517505,9.321323,3.228259,3.258993,3.261540,3.228247,3.258992,3.261541,8.881407,12.573455,9.004400,1005.521148,2.443868,2.232305,1.171943,1.181418,1.182199,2.183960,2.531588,2.197713
a0.0200-b0.0150,1.864700,-15780.897474,-15780.897474,11.270999,9.684189,3.219154,3.261815,3.269382,3.219142,3.261813,3.269384,8.881407,12.509953,9.050100,1005.520302,2.422233,2.270495,1.169119,1.182284,1.184601,2.183960,2.526525,2.202776
a0.0200-b0.0200,1.847600,-15780.895060,-15780.895060,9.560722,10.209776,3.214168,3.261661,3.276099,3.214156,3.261659,3.276101,8.881407,12.446451,9.096300,1005.523178,2.257663,2.323346,1.167569,1.182237,1.186653,2.183960,2.521435,2.207868
a0.0200-b0.0250,1.843000,-15780.876931,-15780.876931,9.179350,10.730716,3.209064,3.268039,3.282560,3.209052,3.268037,3.282562,8.881407,12.382948,9.142900,1005.517933,2.216956,2.373110,1.165979,1.184190,1.188624,2.183960,2.516320,2.212978
a0.0200-b0.0300,1.835600,-15780.853544,-15780.853544,8.918541,11.098384,3.201290,3.277960,3.287459,3.201278,3.277958,3.287461,8.881407,12.319446,9.190100,1005.525772,2.188132,2.406799,1.163554,1.187221,1.190115,2.183960,2.511179,2.218127
a0.0250-b-0.0300,1.713700,-15780.838113,-15780.838113,12.785912,7.469516,3.325486,3.224153,3.209696,3.325473,3.224151,3.209698,8.836094,13.081474,8.699200,1005.532971,2.548344,2.010830,1.201616,1.170670,1.166176,2.178845,2.571197,2.163231
a0.0250-b-0.0250,1.736300,-15780.860890,-15780.860890,12.651787,7.639434,3.312163,3.229614,3.214066,3.312150,3.229612,3.214068,8.836094,13.017971,8.741600,1005.528931,2.537799,2.033323,1.197602,1.172363,1.167537,2.178845,2.566331,2.168093
a0.0250-b-0.0200,1.761100,-15780.879889,-15780.879889,12.543205,7.798527,3.298701,3.234344,3.220415,3.298689,3.234342,3.220417,8.836094,12.954469,8.784500,1005.534542,2.529179,2.053935,1.193529,1.173826,1.169510,2.178845,2.561441,2.172989
a0.0250-b-0.0150,1.784300,-15780.892881,-15780.892881,12.379078,7.966934,3.285622,3.239755,3.224108,3.285609,3.239753,3.224110,8.836094,12.890967,8.827700,1005.526181,2.516008,2.075300,1.189556,1.175498,1.170656,2.178845,2.556527,2.177895
a0.0250-b-0.0100,1.811600,-15780.902270,-15780.902270,12.294001,8.107294,3.272002,3.245440,3.230680,3.271989,3.245438,3.230682,8.836094,12.827464,8.871400,1005.526013,2.509111,2.092764,1.185402,1.177251,1.172693,2.178845,2.551589,2.182833
a0.0250-b-0.0050,1.841900,-15780.908697,-15780.908697,12.185690,8.316949,3.259376,3.249678,3.239104,3.259364,3.249676,3.239105,8.836094,12.763962,8.915600,1005.533195,2.500262,2.118295,1.181536,1.178556,1.175297,2.178845,2.546626,2.187803
a0.0250-b0.0000,1.874400,-15780.910604,-15780.910604,11.948753,8.665155,3.249167,3.248005,3.251040,3.249155,3.248003,3.251042,8.836094,12.700460,8.960200,1005.535664,2.480627,2.159310,1.178399,1.178041,1.178975,2.178845,2.541638,2.192793
a0.0250-b0.0050,1.894900,-15780.906496,-15780.906496,11.732215,8.972841,3.238638,3.251886,3.257627,3.238625,3.251884,3.257628,8.836094,12.636957,9.005200,1005.532746,2.462338,2.194202,1.175153,1.179235,1.180999,2.178845,2.536626,2.197802
a0.0250-b0.0100,1.884000,-15780.897430,-15780.897430,11.487647,9.339999,3.229391,3.257136,3.262669,3.229379,3.257134,3.262671,8.836094,12.573455,9.050700,1005.534878,2.441272,2.234306,1.172294,1.180848,1.182546,2.178845,2.531588,2.202842
a0.0250-b0.0150,1.873300,-15780.883398,-15780.883398,11.260522,9.702050,3.220342,3.262853,3.267919,3.220330,3.262851,3.267921,8.836094,12.509953,9.096600,1005.530165,2.421303,2.272337,1.169488,1.182602,1.184153,2.178845,2.526525,2.207901
a0.0250-b0.0200,1.851300,-15780.881576,-15780.881576,9.429033,10.223430,3.215189,3.264689,3.270914,3.215177,3.264687,3.270916,8.836094,12.446451,9.143000,1005.528931,2.243794,2.324682,1.167886,1.183165,1.185069,2.178845,2.521435,2.212989
a0.0250-b0.0250,1.847700,-15780.862110,-15780.862110,9.079619,10.631186,3.207868,3.270171,3.279723,3.207856,3.270169,3.279725,8.836094,12.382948,9.189900,1005.530333,2.206032,2.363792,1.165606,1.184842,1.187759,2.178845,2.516320,2.218105
a0.0250-b0.0300,1.844900,-15780.837642,-15780.837642,8.824962,11.053780,3.201199,3.276343,3.288078,3.201187,3.276341,3.288080,8.836094,12.319446,9.237300,1005.533532,2.177584,2.402772,1.163525,1.186728,1.190303,2.178845,2.511179,2.223250
a0.0300-b-0.0300,1.715800,-15780.830382,-15780.830382,12.877067,7.448845,3.325580,3.217652,3.217775,3.325568,3.217650,3.217777,8.790781,13.081474,8.743900,1005.516729,2.555448,2.008059,1.201644,1.168652,1.168690,2.173704,2.571197,2.168356
a0.0300-b-0.0250,1.737900,-15780.851971,-15780.851971,12.665823,7.667347,3.313051,3.226058,3.217423,3.313038,3.226056,3.217425,8.790781,13.017971,8.786600,1005.522088,2.538907,2.036971,1.197869,1.171261,1.168581,2.173704,2.566331,2.173228
a0.0300-b-0.0200,1.760900,-15780.868598,-15780.868598,12.483540,7.856046,3.300205,3.233528,3.218796,3.300192,3.233526,3.218798,8.790781,12.954469,8.829700,1005.525326,2.524411,2.061283,1.193985,1.173574,1.169007,2.173704,2.561441,2.178121
a0.0300-b-0.0150,1.786700,-15780.881188,-15780.881188,12.368173,8.003227,3.286736,3.239695,3.223794,3.286723,3.239693,3.223795,8.790781,12.890967,8.873200,1005.525772,2.515126,2.079845,1.189895,1.175479,1.170559,2.173704,2.556527,2.183035
a0.0300-b-0.0100,1.815800,-15780.892034,-15780.892034,12.278158,8.181588,3.273612,3.243228,3.233104,3.273600,3.243227,3.233106,8.790781,12.827464,8.917100,1005.522758,2.507822,2.101886,1.185894,1.176569,1.173443,2.173704,2.551589,2.187971
a0.0300-b-0.0050,1.845600,-15780.897800,-15780.897800,12.097349,8.446068,3.262006,3.241933,3.245410,3.261994,3.241931,3.245412,8.790781,12.763962,8.961400,1005.515612,2.492986,2.133701,1.182342,1.176170,1.177242,2.173704,2.546626,2.192926
a0.0300-b0.0000,1.877300,-15780.897530,-15780.897530,11.912640,8.711614,3.250667,3.246989,3.251242,3.250655,3.246987,3.251244,8.790781,12.700460,9.006300,1005.525996,2.477600,2.164657,1.178860,1.177728,1.179037,2.173704,2.541638,2.197924
a0.0300-b0.0050,1.894700,-15780.892616,-15780.892616,11.699547,9.006884,3.240012,3.250831,3.258027,3.239999,3.250829,3.258028,8.790781,12.636957,9.051500,1005.519576,2.459550,2.197989,1.175577,1.178911,1.181122,2.173704,2.536626,2.202930
a0.0300-b0.0100,1.875500,-15780.882700,-15780.882700,11.482780,9.327734,3.230017,3.255307,3.264485,3.230005,3.255305,3.264487,8.790781,12.573455,9.097200,1005.517957,2.440849,2.232992,1.172487,1.180286,1.183102,2.173704,2.531588,2.207967
a0.0300-b0.0150,1.860900,-15780.867514,-15780.867514,11.233364,9.712556,3.221470,3.261434,3.269063,3.221458,3.261432,3.269065,8.790781,12.509953,9.143400,1005.520302,2.418888,2.273419,1.169838,1.182167,1.184503,2.173704,2.526525,2.213032
a0.0300-b0.0200,1.855200,-15780.864766,-15780.864766,9.471575,10.105833,3.213676,3.263844,3.271495,3.213664,3.263842,3.271497,8.790781,12.446451,9.190100,1005.525772,2.248295,2.313113,1.167415,1.182906,1.185247,2.173704,2.521435,2.218127
a0.0300-b0.0250,1.850000,-15780.844749,-15780.844749,9.051797,10.564197,3.207373,3.270963,3.277999,3.207361,3.270960,3.278001,8.790781,12.382948,9.237200,1005.522646,2.202963,2.357471,1.165452,1.185084,1.187233,2.173704,2.516320,2.223239
a0.0300-b0.0300,1.837700,-15780.818288,-15780.818288,8.753476,10.945418,3.199836,3.270553,3.293989,3.199824,3.270551,3.293991,8.790781,12.319446,9.284800,1005.521083,2.169451,2.392921,1.163100,1.184959,1.192099,2.173704,2.511179,2.228379
a-0.0300-c-0.0300,1.750500,-15780.707335,-15780.707336,9.381338,13.420900,3.162453,3.338530,3.320627,3.162442,3.338528,3.320629,9.334540,11.971300,8.998292,1005.528407,2.238722,2.596813,1.151348,1.205531,1.200154,2.233722,2.482512,2.197035
a-0.0300-c-0.0250,1.742200,-15780.745901,-15780.745901,9.555696,13.035682,3.167229,3.336099,3.309775,3.167218,3.336097,3.309777,9.334540,12.029700,8.954611,1005.528693,2.257137,2.567690,1.152857,1.204802,1.196880,2.233722,2.487379,2.192169
a-0.0300-c-0.0200,1.735100,-15780.779960,-15780.779960,9.771052,12.648855,3.172243,3.333683,3.298608,3.172232,3.333681,3.298609,9.334540,12.088700,8.910930,1005.531261,2.279424,2.537567,1.154439,1.204078,1.193500,2.233722,2.492271,2.187279
a-0.0300-c-0.0150,1.736800,-15780.812541,-15780.812541,9.966051,12.256482,3.177912,3.324880,3.295528,3.177900,3.324878,3.295530,9.334540,12.148200,8.867249,1005.527102,2.299184,2.506055,1.156224,1.201434,1.192566,2.233722,2.497181,2.182365
a-0.0300-c-0.0100,1.744400,-15780.841875,-15780.841875,10.170163,11.771423,3.182298,3.311875,3.300027,3.182286,3.311873,3.300029,9.334540,12.208400,8.823568,1005.532077,2.319458,2.465675,1.157603,1.197515,1.193931,2.233722,2.502124,2.177426
a-0.0300-c-0.0050,1.733100,-15780.861177,-15780.861177,10.581976,11.312306,3.186441,3.313623,3.281653,3.186430,3.313621,3.281655,9.334540,12.269100,8.779887,1005.528937,2.359152,2.425891,1.158905,1.198042,1.188347,2.233722,2.507084,2.172464
a-0.0300-c0.0000,1.742700,-15780.881463,-15780.881463,10.741394,11.057773,3.196634,3.304410,3.278306,3.196622,3.304408,3.278307,9.334540,12.330500,8.736206,1005.533382,2.374105,2.403134,1.162098,1.195258,1.187327,2.233722,2.512076,2.167476
a-0.0300-c0.0050,1.751400,-15780.898642,-15780.898642,10.967774,10.641432,3.203940,3.295274,3.277114,3.203928,3.295272,3.277115,9.334540,12.392400,8.692525,1005.528326,2.394961,2.364755,1.164381,1.192489,1.186963,2.233722,2.517083,2.162463
a-0.0300-c0.0100,1.758700,-15780.911340,-15780.911340,11.265352,10.093531,3.209199,3.288746,3.275111,3.209187,3.288744,3.275113,9.334540,12.455000,8.648844,1005.529304,2.421732,2.311895,1.166022,1.190506,1.186352,2.233722,2.522122,2.157426
a-0.0300-c0.0150,1.766900,-15780.918784,-15780.918784,11.624279,9.433626,3.212995,3.283161,3.273050,3.212983,3.283159,3.273052,9.334540,12.518200,8.605163,1005.527429,2.453096,2.244281,1.167204,1.188807,1.185722,2.233722,2.527184,2.152362
a-0.0300-c0.0200,1.767700,-15780.923611,-15780.923611,11.977693,8.978724,3.220516,3.288414,3.260154,3.220504,3.288412,3.260156,9.334540,12.582100,8.561482,1005.529957,2.483046,2.194858,1.169542,1.190405,1.181775,2.233722,2.532275,2.147273
a-0.0300-c0.0250,1.777700,-15780.923260,-15780.923259,12.251781,8.464745,3.228166,3.283895,3.254845,3.228153,3.283893,3.254847,9.334540,12.646600,8.517801,1005.528081,2.505671,2.135910,1.171914,1.189030,1.180145,2.233722,2.537388,2.142158
a-0.0300-c0.0300,1.791000,-15780.918882,-15780.918882,12.458979,8.004080,3.237411,3.277939,3.250471,3.237399,3.277937,3.250473,9.334540,12.711800,8.474120,1005.528978,2.522442,2.079951,1.174774,1.187215,1.178800,2.233722,2.542531,2.137017
a-0.0250-c-0.0300,1.757700,-15780.750638,-15780.750638,9.415430,13.056961,3.168450,3.327127,3.316866,3.168439,3.327125,3.316868,9.289227,12.029700,8.998292,1005.528693,2.242350,2.569321,1.153242,1.202109,1.199020,2.228855,2.487379,2.197035
a-0.0250-c-0.0250,1.749800,-15780.786030,-15780.786030,9.600011,12.678738,3.173664,3.325859,3.304913,3.173652,3.325857,3.304915,9.289227,12.088300,8.954611,1005.521916,2.261764,2.539926,1.154887,1.201728,1.195410,2.228855,2.492238,2.192169
a-0.0250-c-0.0200,1.742900,-15780.816929,-15780.816929,9.828552,12.288690,3.178980,3.324438,3.293057,3.178968,3.324436,3.293059,9.289227,12.147600,8.910930,1005.525528,2.285292,2.508679,1.156560,1.201301,1.191816,2.228855,2.497132,2.187279
a-0.0250-c-0.0150,1.753900,-15780.847410,-15780.847410,9.951312,11.893934,3.185342,3.309383,3.298506,3.185331,3.309381,3.298508,9.289227,12.207400,8.867249,1005.522200,2.297704,2.476029,1.158560,1.196762,1.193470,2.228855,2.502042,2.182365
a-0.0250-c-0.0100,1.754300,-15780.871686,-15780.871686,10.253591,11.425142,3.189827,3.303901,3.292726,3.189815,3.303899,3.292728,9.289227,12.267900,8.823568,1005.527719,2.327628,2.435816,1.159967,1.195104,1.191716,2.228855,2.506986,2.177426
a-0.0250-c-0.0050,1.746800,-15780.887208,-15780.887208,10.682815,11.026010,3.195731,3.304111,3.275537,3.195719,3.304109,3.275539,9.289227,12.328900,8.779887,1005.524919,2.368636,2.400257,1.161816,1.195168,1.186482,2.228855,2.511946,2.172464
a-0.0250-c0.0000,1.762300,-15780.904688,-15780.904688,10.843823,10.774516,3.206206,3.290846,3.276802,3.206194,3.290844,3.276804,9.289227,12.390600,8.736206,1005.529423,2.383596,2.377184,1.165088,1.191145,1.186868,2.228855,2.516938,2.167476
a-0.0250-c0.0050,1.771500,-15780.918741,-15780.918741,11.101593,10.318299,3.213005,3.283203,3.275583,3.212993,3.283201,3.275585,9.289227,12.452800,8.692525,1005.524229,2.407089,2.333919,1.167207,1.188820,1.186496,2.228855,2.521945,2.162463
a-0.0250-c0.0100,1.778000,-15780.927841,-15780.927841,11.447820,9.717061,3.217600,3.279722,3.271842,3.217588,3.279720,3.271844,9.289227,12.515700,8.648844,1005.524797,2.437799,2.273883,1.168636,1.187759,1.185353,2.228855,2.526984,2.157426
a-0.0250-c0.0150,1.784200,-15780.931911,-15780.931911,11.843553,9.042328,3.221485,3.278401,3.266172,3.221473,3.278399,3.266174,9.289227,12.579200,8.605163,1005.522281,2.471784,2.201917,1.169843,1.187356,1.183619,2.228855,2.532045,2.152362
a-0.0250-c0.0200,1.794600,-15780.925454,-15780.925454,12.181657,8.199087,3.222930,3.263332,3.266794,3.222918,3.263330,3.266796,9.289227,12.643400,8.561482,1005.523905,2.499931,2.104023,1.170291,1.182749,1.183809,2.228855,2.537135,2.147273
a-0.0250-c0.0250,1.799800,-15780.928792,-15780.928793,12.397164,8.098243,3.238137,3.274619,3.250410,3.238125,3.274617,3.250412,9.289227,12.708300,8.517801,1005.528814,2.517468,2.091647,1.174998,1.186201,1.178781,2.228855,2.542255,2.142158
a-0.0250-c0.0300,1.814500,-15780.921274,-15780.921274,12.579276,7.747790,3.249349,3.269031,3.245770,3.249337,3.269029,3.245771,9.289227,12.773800,8.474120,1005.528287,2.532051,2.047408,1.178455,1.184493,1.177352,2.228855,2.547396,2.137017
a-0.0200-c-0.0300,1.768300,-15780.789244,-15780.789244,9.461736,12.695096,3.174790,3.313906,3.314899,3.174779,3.313904,3.314901,9.243914,12.088700,8.998292,1005.531261,2.247256,2.541216,1.155241,1.198128,1.198427,2.223965,2.492271,2.197035
a-0.0200-c-0.0250,1.761200,-15780.821901,-15780.821901,9.644277,12.316913,3.180414,3.313336,3.302684,3.180402,3.313334,3.302686,9.243914,12.147700,8.954611,1005.533805,2.266365,2.510973,1.157011,1.197955,1.194736,2.223965,2.497140,2.192169
a-0.0200-c-0.0200,1.754000,-15780.849789,-15780.849789,9.886854,11.915631,3.185821,3.313394,3.289766,3.185810,3.313392,3.289768,9.243914,12.207200,8.910930,1005.529888,2.291206,2.477851,1.158710,1.197973,1.190816,2.223965,2.502026,2.187279
a-0.0200-c-0.0150,1.753400,-15780.873957,-15780.873957,10.160781,11.517104,3.191724,3.308726,3.281586,3.191712,3.308724,3.281588,9.243914,12.267300,8.867249,1005.527102,2.318535,2.443833,1.160561,1.196563,1.188327,2.223965,2.506937,2.182365
a-0.0200-c-0.0100,1.756000,-15780.894231,-15780.894231,10.465951,11.103389,3.197811,3.302614,3.275572,3.197799,3.302612,3.275574,9.243914,12.328100,8.823568,1005.532876,2.348127,2.407250,1.162466,1.194714,1.186492,2.223965,2.511881,2.177426
a-0.0200-c-0.0050,1.763200,-15780.908986,-15780.908986,10.775388,10.766030,3.205884,3.294038,3.270648,3.205872,3.294036,3.270650,9.243914,12.389400,8.779887,1005.530131,2.377265,2.376396,1.164988,1.192114,1.184988,2.223965,2.516841,2.172464
a-0.0200-c0.0000,1.779000,-15780.923629,-15780.923629,10.974975,10.460403,3.215438,3.281766,3.272508,3.215426,3.281764,3.272510,9.243914,12.451400,8.736206,1005.534411,2.395618,2.347597,1.167964,1.188382,1.185557,2.223965,2.521833,2.167476
a-0.0200-c0.0050,1.791800,-15780.933925,-15780.933925,11.251896,10.012307,3.222689,3.273838,3.272577,3.222677,3.273836,3.272579,9.243914,12.513900,8.692525,1005.528798,2.420537,2.303815,1.170216,1.185963,1.185578,2.223965,2.526840,2.162463
a-0.0200-c0.0100,1.785900,-15780.926450,-15780.926450,12.096783,8.391243,3.209426,3.269005,3.269527,3.209413,3.269003,3.269529,9.243914,12.577100,8.648844,1005.528677,2.492940,2.127189,1.166092,1.184486,1.184645,2.223965,2.531878,2.157426
a-0.0200-c0.0150,1.801200,-15780.932241,-15780.932241,12.160629,8.242530,3.223248,3.262120,3.264736,3.223236,3.262118,3.264738,9.243914,12.641000,8.605163,1005.533199,2.498204,2.109307,1.170390,1.182377,1.183179,2.223965,2.536945,2.152362
a-0.0200-c0.0200,1.814800,-15780.931433,-15780.931433,12.259485,8.034409,3.236308,3.256401,3.259044,3.236296,3.256399,3.259046,9.243914,12.705500,8.561482,1005.533603,2.506300,2.083733,1.174433,1.180623,1.181434,2.223965,2.542035,2.147273
a-0.0200-c0.0250,1.825100,-15780.929451,-15780.929451,12.529097,7.801669,3.249542,3.264765,3.246998,3.249529,3.264763,3.246999,9.243914,12.770600,8.517801,1005.529162,2.528054,2.054338,1.178514,1.183188,1.177731,2.223965,2.547146,2.142158
a-0.0200-c0.0300,1.816800,-15780.918097,-15780.918097,12.698876,7.483220,3.261513,3.257191,3.244874,3.261501,3.257189,3.244876,9.243914,12.836400,8.474120,1005.526981,2.541513,2.012663,1.182191,1.180865,1.177077,2.223965,2.552285,2.137017
